id,description,url
SDL_CameraDeviceEvent.0,"SDL_EVENT_CAMERA_DEVICE_ADDED, SDL_EVENT_CAMERA_DEVICE_REMOVED, SDL_EVENT_CAMERA_DEVICE_APPROVED, SDL_EVENT_CAMERA_DEVICE_DENIED",https://wiki.libsdl.org/SDL3/SDL_CameraDeviceEvent
SDL_CameraDeviceEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_CameraDeviceEvent
SDL_CameraDeviceEvent.3,SDL_CameraID for the device being added or removed or changing,https://wiki.libsdl.org/SDL3/SDL_CameraDeviceEvent
SDL_CameraDeviceEvent,"Camera device event structure (event.cdevice.*)
",https://wiki.libsdl.org/SDL3/SDL_CameraDeviceEvent
SDL_CameraID,"This is a unique ID for a camera device for the time it is connected to the system, and is never reused for the lifetime of the application.
",https://wiki.libsdl.org/SDL3/SDL_CameraID
SDL_CameraPermissionState,"The current state of a request for camera access.
",https://wiki.libsdl.org/SDL3/SDL_CameraPermissionState
SDL_CameraPosition,"The position of camera in relation to system device.
",https://wiki.libsdl.org/SDL3/SDL_CameraPosition
SDL_CameraSpec.0,Frame format,https://wiki.libsdl.org/SDL3/SDL_CameraSpec
SDL_CameraSpec.1,Frame colorspace,https://wiki.libsdl.org/SDL3/SDL_CameraSpec
SDL_CameraSpec.2,Frame width,https://wiki.libsdl.org/SDL3/SDL_CameraSpec
SDL_CameraSpec.3,Frame height,https://wiki.libsdl.org/SDL3/SDL_CameraSpec
SDL_CameraSpec.4,"Frame rate numerator ((num / denom) == FPS, (denom / num) == duration in seconds)",https://wiki.libsdl.org/SDL3/SDL_CameraSpec
SDL_CameraSpec.5,"Frame rate denominator ((num / denom) == FPS, (denom / num) == duration in seconds)",https://wiki.libsdl.org/SDL3/SDL_CameraSpec
SDL_CameraSpec,"The details of an output format for a camera device.
",https://wiki.libsdl.org/SDL3/SDL_CameraSpec
SDL_CancelGPUCommandBuffer,"Cancels a command buffer.
",https://wiki.libsdl.org/SDL3/SDL_CancelGPUCommandBuffer
SDL_CAPITALIZE_NONE,No auto-capitalization will be done,https://wiki.libsdl.org/SDL3/SDL_Capitalization
SDL_CAPITALIZE_SENTENCES,The first letter of sentences will be capitalized,https://wiki.libsdl.org/SDL3/SDL_Capitalization
SDL_CAPITALIZE_WORDS,The first letter of words will be capitalized,https://wiki.libsdl.org/SDL3/SDL_Capitalization
SDL_CAPITALIZE_LETTERS,All letters will be capitalized,https://wiki.libsdl.org/SDL3/SDL_Capitalization
SDL_Capitalization,"Auto capitalization type.
",https://wiki.libsdl.org/SDL3/SDL_Capitalization
SDL_CaptureMouse,"Capture the mouse and to track input outside an SDL window.
",https://wiki.libsdl.org/SDL3/SDL_CaptureMouse
SDL_CHROMA_LOCATION_NONE,"RGB, no chroma sampling",https://wiki.libsdl.org/SDL3/SDL_ChromaLocation
SDL_CHROMA_LOCATION_LEFT,"In MPEG-2, MPEG-4, and AVC, Cb and Cr are taken on midpoint of the left-edge of the 2x2 square. In other words, they have the same horizontal location as the top-left pixel, but is shifted one-half pixel down vertically.",https://wiki.libsdl.org/SDL3/SDL_ChromaLocation
SDL_CHROMA_LOCATION_CENTER,"In JPEG/JFIF, H.261, and MPEG-1, Cb and Cr are taken at the center of the 2x2 square. In other words, they are offset one-half pixel to the right and one-half pixel down compared to the top-left pixel.",https://wiki.libsdl.org/SDL3/SDL_ChromaLocation
SDL_CHROMA_LOCATION_TOPLEFT,"In HEVC for BT.2020 and BT.2100 content (in particular on Blu-rays), Cb and Cr are sampled at the same location as the group's top-left Y pixel (""co-sited"", ""co-located"").",https://wiki.libsdl.org/SDL3/SDL_ChromaLocation
SDL_ChromaLocation,"Colorspace chroma sample location.
",https://wiki.libsdl.org/SDL3/SDL_ChromaLocation
SDL_ClaimWindowForGPUDevice,"Claims a window, creating a swapchain structure for it.
",https://wiki.libsdl.org/SDL3/SDL_ClaimWindowForGPUDevice
SDL_CleanupPropertyCallback,"A callback used to free resources when a property is deleted.
",https://wiki.libsdl.org/SDL3/SDL_CleanupPropertyCallback
SDL_CleanupTLS,"Cleanup all TLS data for this thread.
",https://wiki.libsdl.org/SDL3/SDL_CleanupTLS
SDL_ClearAudioStream,"Clear any pending data in the stream.
",https://wiki.libsdl.org/SDL3/SDL_ClearAudioStream
SDL_ClearClipboardData,"Clear the clipboard data.
",https://wiki.libsdl.org/SDL3/SDL_ClearClipboardData
SDL_ClearComposition,"Dismiss the composition window/IME without disabling the subsystem.
",https://wiki.libsdl.org/SDL3/SDL_ClearComposition
SDL_ClearError,"Clear any previous error message for this thread.
",https://wiki.libsdl.org/SDL3/SDL_ClearError
SDL_ClearProperty,"Clear a property from a group of properties.
",https://wiki.libsdl.org/SDL3/SDL_ClearProperty
SDL_ClearSurface,"Clear a surface with a specific color, with floating point precision.
",https://wiki.libsdl.org/SDL3/SDL_ClearSurface
SDL_ClickTrayEntry,"Simulate a click on a tray entry.
",https://wiki.libsdl.org/SDL3/SDL_ClickTrayEntry
SDL_ClipboardCleanupCallback,"Callback function that will be called when the clipboard is cleared, or when new data is set.
",https://wiki.libsdl.org/SDL3/SDL_ClipboardCleanupCallback
SDL_ClipboardDataCallback,"Callback function that will be called when data for the specified mime-type is requested by the OS.
",https://wiki.libsdl.org/SDL3/SDL_ClipboardDataCallback
SDL_ClipboardEvent.0,SDL_EVENT_CLIPBOARD_UPDATE,https://wiki.libsdl.org/SDL3/SDL_ClipboardEvent
SDL_ClipboardEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_ClipboardEvent
SDL_ClipboardEvent.3,are we owning the clipboard (internal update),https://wiki.libsdl.org/SDL3/SDL_ClipboardEvent
SDL_ClipboardEvent.4,number of mime types,https://wiki.libsdl.org/SDL3/SDL_ClipboardEvent
SDL_ClipboardEvent.5,current mime types,https://wiki.libsdl.org/SDL3/SDL_ClipboardEvent
SDL_ClipboardEvent,"An event triggered when the clipboard contents have changed (event.clipboard.*)
",https://wiki.libsdl.org/SDL3/SDL_ClipboardEvent
SDL_CloseAsyncIO,"Close and free any allocated resources for an async I/O object.
",https://wiki.libsdl.org/SDL3/SDL_CloseAsyncIO
SDL_CloseAudioDevice,"Close a previously-opened audio device.
",https://wiki.libsdl.org/SDL3/SDL_CloseAudioDevice
SDL_CloseCamera,"Use this function to shut down camera processing and close the camera device.
",https://wiki.libsdl.org/SDL3/SDL_CloseCamera
SDL_CloseGamepad,"Close a gamepad previously opened with [SDL_OpenGamepad](SDL_OpenGamepad)().
",https://wiki.libsdl.org/SDL3/SDL_CloseGamepad
SDL_CloseHaptic,"Close a haptic device previously opened with [SDL_OpenHaptic](SDL_OpenHaptic)().
",https://wiki.libsdl.org/SDL3/SDL_CloseHaptic
SDL_CloseIO,"Close and free an allocated [SDL_IOStream](SDL_IOStream) structure.
",https://wiki.libsdl.org/SDL3/SDL_CloseIO
SDL_CloseJoystick,"Close a joystick previously opened with [SDL_OpenJoystick](SDL_OpenJoystick)().
",https://wiki.libsdl.org/SDL3/SDL_CloseJoystick
SDL_CloseSensor,"Close a sensor previously opened with [SDL_OpenSensor](SDL_OpenSensor)().
",https://wiki.libsdl.org/SDL3/SDL_CloseSensor
SDL_CloseStorage,"Closes and frees a storage container.
",https://wiki.libsdl.org/SDL3/SDL_CloseStorage
SDL_Color,"A structure that represents a color as RGBA components.
",https://wiki.libsdl.org/SDL3/SDL_Color
SDL_COLOR_PRIMARIES_BT709,ITU-R BT.709-6,https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_BT470M,ITU-R BT.470-6 System M,https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_BT470BG,"ITU-R BT.470-6 System B, G / ITU-R BT.601-7 625",https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_BT601,"ITU-R BT.601-7 525, SMPTE 170M",https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_SMPTE240,"SMPTE 240M, functionally the same as SDL_COLOR_PRIMARIES_BT601",https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_GENERIC_FILM,Generic film (color filters using Illuminant C),https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_BT2020,ITU-R BT.2020-2 / ITU-R BT.2100-0,https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_XYZ,SMPTE ST 428-1,https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_SMPTE431,SMPTE RP 431-2,https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_SMPTE432,SMPTE EG 432-1 / DCI P3,https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_PRIMARIES_EBU3213,EBU Tech. 3213-E,https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_ColorPrimaries,"Colorspace color primaries, as described by https://www.itu.int/rec/T-REC-H.273-201612-S/en
",https://wiki.libsdl.org/SDL3/SDL_ColorPrimaries
SDL_COLOR_RANGE_LIMITED,"Narrow range, e.g. 16-235 for 8-bit RGB and luma, and 16-240 for 8-bit chroma",https://wiki.libsdl.org/SDL3/SDL_ColorRange
SDL_COLOR_RANGE_FULL,"Full range, e.g. 0-255 for 8-bit RGB and luma, and 1-255 for 8-bit chroma",https://wiki.libsdl.org/SDL3/SDL_ColorRange
SDL_ColorRange,"Colorspace color range, as described by https://www.itu.int/rec/R-REC-BT.2100-2-201807-I/en
",https://wiki.libsdl.org/SDL3/SDL_ColorRange
SDL_ColorType,"Colorspace color type.
",https://wiki.libsdl.org/SDL3/SDL_ColorType
SDL_COLORSPACE_SRGB,Equivalent to DXGI_COLOR_SPACE_RGB_FULL_G22_NONE_P709,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_SRGB_LINEAR,Equivalent to DXGI_COLOR_SPACE_RGB_FULL_G10_NONE_P709,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_HDR10,Equivalent to DXGI_COLOR_SPACE_RGB_FULL_G2084_NONE_P2020,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_JPEG,Equivalent to DXGI_COLOR_SPACE_YCBCR_FULL_G22_NONE_P709_X601,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_BT601_LIMITED,Equivalent to DXGI_COLOR_SPACE_YCBCR_STUDIO_G22_LEFT_P601,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_BT601_FULL,Equivalent to DXGI_COLOR_SPACE_YCBCR_STUDIO_G22_LEFT_P601,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_BT709_LIMITED,Equivalent to DXGI_COLOR_SPACE_YCBCR_STUDIO_G22_LEFT_P709,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_BT709_FULL,Equivalent to DXGI_COLOR_SPACE_YCBCR_STUDIO_G22_LEFT_P709,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_BT2020_LIMITED,Equivalent to DXGI_COLOR_SPACE_YCBCR_STUDIO_G22_LEFT_P2020,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_BT2020_FULL,Equivalent to DXGI_COLOR_SPACE_YCBCR_FULL_G22_LEFT_P2020,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_RGB_DEFAULT,The default colorspace for RGB surfaces if no colorspace is specified,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_COLORSPACE_YUV_DEFAULT,The default colorspace for YUV surfaces if no colorspace is specified,https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_Colorspace,"Colorspace definitions.
",https://wiki.libsdl.org/SDL3/SDL_Colorspace
SDL_CommonEvent.0,"Event type, shared with all events, Uint32 to cover user events which are not in the SDL_EventType enumeration",https://wiki.libsdl.org/SDL3/SDL_CommonEvent
SDL_CommonEvent.2,"In nanoseconds, populated using SDL_GetTicksNS()",https://wiki.libsdl.org/SDL3/SDL_CommonEvent
SDL_CommonEvent,"Fields shared by every event
",https://wiki.libsdl.org/SDL3/SDL_CommonEvent
SDL_CompareAndSwapAtomicInt,"Set an atomic variable to a new value if it is currently an old value.
",https://wiki.libsdl.org/SDL3/SDL_CompareAndSwapAtomicInt
SDL_CompareAndSwapAtomicPointer,"Set a pointer to a new value if it is currently an old value.
",https://wiki.libsdl.org/SDL3/SDL_CompareAndSwapAtomicPointer
SDL_CompareAndSwapAtomicU32,"Set an atomic variable to a new value if it is currently an old value.
",https://wiki.libsdl.org/SDL3/SDL_CompareAndSwapAtomicU32
SDL_CompareCallback,"A callback used with SDL sorting and binary search functions.
",https://wiki.libsdl.org/SDL3/SDL_CompareCallback
SDL_CompareCallback_r,"A callback used with SDL sorting and binary search functions.
",https://wiki.libsdl.org/SDL3/SDL_CompareCallback_r
SDL_CompilerBarrier,"Mark a compiler barrier.
",https://wiki.libsdl.org/SDL3/SDL_CompilerBarrier
SDL_ComposeCustomBlendMode,"Compose a custom blend mode for renderers.
",https://wiki.libsdl.org/SDL3/SDL_ComposeCustomBlendMode
SDL_Condition,"A means to block multiple threads until a condition is satisfied.
",https://wiki.libsdl.org/SDL3/SDL_Condition
SDL_ConvertAudioSamples,"Convert some audio data of one format to another format.
",https://wiki.libsdl.org/SDL3/SDL_ConvertAudioSamples
SDL_ConvertEventToRenderCoordinates,"Convert the coordinates in an event to render coordinates.
",https://wiki.libsdl.org/SDL3/SDL_ConvertEventToRenderCoordinates
SDL_ConvertPixels,"Copy a block of pixels of one format to another format.
",https://wiki.libsdl.org/SDL3/SDL_ConvertPixels
SDL_ConvertPixelsAndColorspace,"Copy a block of pixels of one format and colorspace to another format and colorspace.
",https://wiki.libsdl.org/SDL3/SDL_ConvertPixelsAndColorspace
SDL_ConvertSurface,"Copy an existing surface to a new surface of the specified format.
",https://wiki.libsdl.org/SDL3/SDL_ConvertSurface
SDL_ConvertSurfaceAndColorspace,"Copy an existing surface to a new surface of the specified format and colorspace.
",https://wiki.libsdl.org/SDL3/SDL_ConvertSurfaceAndColorspace
SDL_CopyFile,"Copy a file.
",https://wiki.libsdl.org/SDL3/SDL_CopyFile
SDL_CopyGPUBufferToBuffer,"Performs a buffer-to-buffer copy.
",https://wiki.libsdl.org/SDL3/SDL_CopyGPUBufferToBuffer
SDL_CopyGPUTextureToTexture,"Performs a texture-to-texture copy.
",https://wiki.libsdl.org/SDL3/SDL_CopyGPUTextureToTexture
SDL_CopyProperties,"Copy a group of properties.
",https://wiki.libsdl.org/SDL3/SDL_CopyProperties
SDL_CopyStorageFile,"Copy a file in a writable storage container.
",https://wiki.libsdl.org/SDL3/SDL_CopyStorageFile
SDL_CreateAnimatedCursor,"Create an animated color cursor.
",https://wiki.libsdl.org/SDL3/SDL_CreateAnimatedCursor
SDL_CreateAsyncIOQueue,"Create a task queue for tracking multiple I/O operations.
",https://wiki.libsdl.org/SDL3/SDL_CreateAsyncIOQueue
SDL_CreateAudioStream,"Create a new audio stream.
",https://wiki.libsdl.org/SDL3/SDL_CreateAudioStream
SDL_CreateColorCursor,"Create a color cursor.
",https://wiki.libsdl.org/SDL3/SDL_CreateColorCursor
SDL_CreateCondition,"Create a condition variable.
",https://wiki.libsdl.org/SDL3/SDL_CreateCondition
SDL_CreateCursor,"Create a cursor using the specified bitmap data and mask (in MSB format).
",https://wiki.libsdl.org/SDL3/SDL_CreateCursor
SDL_CreateDirectory,"Create a directory, and any missing parent directories.
",https://wiki.libsdl.org/SDL3/SDL_CreateDirectory
SDL_CreateEnvironment,"Create a set of environment variables
",https://wiki.libsdl.org/SDL3/SDL_CreateEnvironment
SDL_CreateGPUBuffer,"Creates a buffer object to be used in graphics or compute workflows.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUBuffer
SDL_CreateGPUComputePipeline,"Creates a pipeline object to be used in a compute workflow.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUComputePipeline
SDL_CreateGPUDevice,"Creates a GPU context.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUDevice
SDL_CreateGPUDeviceWithProperties,"Creates a GPU context.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUDeviceWithProperties
SDL_CreateGPUGraphicsPipeline,"Creates a pipeline object to be used in a graphics workflow.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUGraphicsPipeline
SDL_CreateGPURenderState,"Create custom GPU render state.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPURenderState
SDL_CreateGPURenderer,"Create a 2D GPU rendering context.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPURenderer
SDL_CreateGPUSampler,"Creates a sampler object to be used when binding textures in a graphics workflow.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUSampler
SDL_CreateGPUShader,"Creates a shader to be used when creating a graphics pipeline.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUShader
SDL_CreateGPUTexture,"Creates a texture object to be used in graphics or compute workflows.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUTexture
SDL_CreateGPUTransferBuffer,"Creates a transfer buffer to be used when uploading to or downloading from graphics resources.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUTransferBuffer
SDL_CreateGPUXRSession,"Creates an OpenXR session.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUXRSession
SDL_CreateGPUXRSwapchain,"Creates an OpenXR swapchain.
",https://wiki.libsdl.org/SDL3/SDL_CreateGPUXRSwapchain
SDL_CreateHapticEffect,"Create a new haptic effect on a specified device.
",https://wiki.libsdl.org/SDL3/SDL_CreateHapticEffect
SDL_CreateMutex,"Create a new mutex.
",https://wiki.libsdl.org/SDL3/SDL_CreateMutex
SDL_CreatePalette,"Create a palette structure with the specified number of color entries.
",https://wiki.libsdl.org/SDL3/SDL_CreatePalette
SDL_CreatePopupWindow,"Create a child popup window of the specified parent window.
",https://wiki.libsdl.org/SDL3/SDL_CreatePopupWindow
SDL_CreateProcess,"Create a new process.
",https://wiki.libsdl.org/SDL3/SDL_CreateProcess
SDL_CreateProcessWithProperties,"Create a new process with the specified properties.
",https://wiki.libsdl.org/SDL3/SDL_CreateProcessWithProperties
SDL_CreateProperties,"Create a group of properties.
",https://wiki.libsdl.org/SDL3/SDL_CreateProperties
SDL_CreateRWLock,"Create a new read/write lock.
",https://wiki.libsdl.org/SDL3/SDL_CreateRWLock
SDL_CreateRenderer,"Create a 2D rendering context for a window.
",https://wiki.libsdl.org/SDL3/SDL_CreateRenderer
SDL_CreateRendererWithProperties,"Create a 2D rendering context for a window, with the specified properties.
",https://wiki.libsdl.org/SDL3/SDL_CreateRendererWithProperties
SDL_CreateSemaphore,"Create a semaphore.
",https://wiki.libsdl.org/SDL3/SDL_CreateSemaphore
SDL_CreateSoftwareRenderer,"Create a 2D software rendering context for a surface.
",https://wiki.libsdl.org/SDL3/SDL_CreateSoftwareRenderer
SDL_CreateStorageDirectory,"Create a directory in a writable storage container.
",https://wiki.libsdl.org/SDL3/SDL_CreateStorageDirectory
SDL_CreateSurface,"Allocate a new surface with a specific pixel format.
",https://wiki.libsdl.org/SDL3/SDL_CreateSurface
SDL_CreateSurfaceFrom,"Allocate a new surface with a specific pixel format and existing pixel data.
",https://wiki.libsdl.org/SDL3/SDL_CreateSurfaceFrom
SDL_CreateSurfacePalette,"Create a palette and associate it with a surface.
",https://wiki.libsdl.org/SDL3/SDL_CreateSurfacePalette
SDL_CreateSystemCursor,"Create a system cursor.
",https://wiki.libsdl.org/SDL3/SDL_CreateSystemCursor
SDL_CreateTexture,"Create a texture for a rendering context.
",https://wiki.libsdl.org/SDL3/SDL_CreateTexture
SDL_CreateTextureFromSurface,"Create a texture from an existing surface.
",https://wiki.libsdl.org/SDL3/SDL_CreateTextureFromSurface
SDL_CreateTextureWithProperties,"Create a texture for a rendering context with the specified properties.
",https://wiki.libsdl.org/SDL3/SDL_CreateTextureWithProperties
SDL_CreateThread,"Create a new thread with a default stack size.
",https://wiki.libsdl.org/SDL3/SDL_CreateThread
SDL_CreateThreadWithProperties,"Create a new thread with with the specified properties.
",https://wiki.libsdl.org/SDL3/SDL_CreateThreadWithProperties
SDL_CreateTray,"Create an icon to be placed in the operating system's tray, or equivalent.
",https://wiki.libsdl.org/SDL3/SDL_CreateTray
SDL_CreateTrayMenu,"Create a menu for a system tray.
",https://wiki.libsdl.org/SDL3/SDL_CreateTrayMenu
SDL_CreateTraySubmenu,"Create a submenu for a system tray entry.
",https://wiki.libsdl.org/SDL3/SDL_CreateTraySubmenu
SDL_CreateTrayWithProperties,"Create an icon to be placed in the operating system's tray, or equivalent.
",https://wiki.libsdl.org/SDL3/SDL_CreateTrayWithProperties
SDL_CreateWindow,"Create a window with the specified dimensions and flags.
",https://wiki.libsdl.org/SDL3/SDL_CreateWindow
SDL_CreateWindowAndRenderer,"Create a window and default renderer.
",https://wiki.libsdl.org/SDL3/SDL_CreateWindowAndRenderer
SDL_CreateWindowWithProperties,"Create a window with the specified properties.
",https://wiki.libsdl.org/SDL3/SDL_CreateWindowWithProperties
SDL_Cursor,"The structure used to identify an SDL cursor.
",https://wiki.libsdl.org/SDL3/SDL_Cursor
SDL_CursorFrameInfo.0,The surface data for this frame,https://wiki.libsdl.org/SDL3/SDL_CursorFrameInfo
SDL_CursorFrameInfo.1,The frame duration in milliseconds (a duration of 0 is infinite),https://wiki.libsdl.org/SDL3/SDL_CursorFrameInfo
SDL_CursorFrameInfo,"Animated cursor frame info.
",https://wiki.libsdl.org/SDL3/SDL_CursorFrameInfo
SDL_CursorVisible,"Return whether the cursor is currently being shown.
",https://wiki.libsdl.org/SDL3/SDL_CursorVisible
